17:09:45.900 server/routes.ts(3024,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.900 server/routes.ts(3024,57): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.900 server/routes.ts(3024,62): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.900 server/routes.ts(3077,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.900 server/routes.ts(3077,53): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.900 server/routes.ts(3077,58): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.901 server/routes.ts(3094,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.901 server/routes.ts(3094,43): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.901 server/routes.ts(3094,48): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.901 server/routes.ts(3113,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.901 server/routes.ts(3113,64): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.901 server/routes.ts(3113,69): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.901 server/routes.ts(3125,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.901 server/routes.ts(3125,57): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3125,62): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3150,7): error TS2339: Property 'delete' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3150,59): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3150,64): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3172,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3172,59): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3172,64): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3200,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3200,63): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3200,68): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3224,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3224,67): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3224,72): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3245,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3245,80): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3245,85): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3283,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3283,79): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3283,84): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3365,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3365,80): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3365,85): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3414,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3414,58): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3414,63): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3498,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.902 server/routes.ts(3498,52): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.902 server/routes.ts(3498,57): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.903 server/routes.ts(3519,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.904 server/routes.ts(3519,64): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3519,69): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3559,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.904 server/routes.ts(3559,51): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3559,56): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3576,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.904 server/routes.ts(3576,33): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3576,38): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3601,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.904 server/routes.ts(3601,41): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3601,46): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.904 server/routes.ts(3612,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.904 server/routes.ts(3612,41): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.905 server/routes.ts(3612,46): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.905 server/routes.ts(3623,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.905 server/routes.ts(3623,40): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.905 server/routes.ts(3623,45): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.905 server/routes.ts(3637,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.905 server/routes.ts(3637,41): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.905 server/routes.ts(3637,46): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.905 server/routes.ts(3680,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.905 server/routes.ts(3680,41): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.910 server/routes.ts(3680,46): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.910 server/routes.ts(3730,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.910 server/routes.ts(3730,37): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.910 server/routes.ts(3730,42): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.911 server/routes.ts(3752,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.911 server/routes.ts(3752,33): error TS7006: Parameter 'req' implicitly has an 'any' type.
